manv,hoten,phai,ngsinh,cmnd,que,sdt,cstyt,vaitro,chuyenkhoa,matkhau
NV000219,Quach Thu Canh,1,12/10/1986,79301000219,Khanh Hoa,370085626,CS000049,Y si/Bac si,KH000008,NV000219
NV000220,Phi Tan Danh,1,12/15/1973,79301000220,Kien Giang,585466084,CS000030,Y si/Bac si,KH000011,NV000220
NV000221,Quach Ba Chu,0,5/13/1972,79301000221,Thua Thien-Hue,358765112,CS000039,Y si/Bac si,KH000015,NV000221
NV000222,Bach Hung Anh,0,3/10/1972,79301000222,Binh Phuoc,761437723,CS000010,Y si/Bac si,KH000013,NV000222
NV000223,Phi Gia Lam,0,1/20/1986,79301000223,Ninh Binh,843404056,CS000030,Y si/Bac si,KH000004,NV000223
NV000224,Quach Le Luan,1,1/13/1994,79301000224,Quang Nam,930655461,CS000034,Y si/Bac si,KH000014,NV000224
NV000225,Trung Le Tho,0,6/10/1969,79301000225,Dak Lak,941465712,CS000043,Y si/Bac si,KH000006,NV000225
NV000226,Phan Thu Bang,1,5/27/1964,79301000226,Thai Binh,962602806,CS000033,Y si/Bac si,KH000004,NV000226
NV000227,Lanh Dinh Cao,0,7/9/1992,79301000227,Ninh Thuan,820577688,CS000011,Y si/Bac si,KH000003,NV000227
NV000228,Nguyen  Thanh Vuong,1,3/31/1968,79301000228,Kon Tum,342683366,CS000015,Y si/Bac si,KH000022,NV000228
NV000229,Dang Minh Danh,0,11/4/1988,79301000229,Gia Lai,765376751,CS000045,Y si/Bac si,KH000020,NV000229
NV000230,Phung Quang Quoc,1,10/12/1961,79301000230,Binh Phuoc,931301671,CS000010,Y si/Bac si,KH000018,NV000230
NV000231,Quach Kim Ba,1,6/22/1993,79301000231,An Giang,777426616,CS000039,Y si/Bac si,KH000006,NV000231
NV000232,Quan Hoang Cong,1,7/2/1972,79301000232,Ninh Thuan,373786382,CS000036,Y si/Bac si,KH000003,NV000232
NV000233,Truon Dieu Hanh,0,2/7/1960,79301000233,Gia Lai,897472405,CS000003,Y si/Bac si,KH000006,NV000233
NV000234,Vu Anh Quoc,0,9/16/1967,79301000234,Ha Tinh,901565318,CS000017,Y si/Bac si,KH000023,NV000234
NV000235,Khuong Phu Huyen,1,1/5/1982,79301000235,Dak Nong,831150781,CS000044,Y si/Bac si,KH000012,NV000235
NV000236,Truon Vinh Loan,0,8/7/2000,79301000236,Binh Dinh,906558488,CS000037,Y si/Bac si,KH000017,NV000236
NV000237,Quan The Khoi,1,7/8/1960,79301000237,Ninh Binh,990153224,CS000013,Y si/Bac si,KH000019,NV000237
NV000238,Vu Dieu Chinh,0,10/25/1983,79301000238,Ha Nam,338046270,CS000009,Y si/Bac si,KH000001,NV000238
NV000239,Huynh Van Lam,0,6/22/1980,79301000239,Quang Tri,846477445,CS000020,Y si/Bac si,KH000017,NV000239
NV000240,Lang Thi Hai,1,2/6/1958,79301000240,Lam Dong,766617816,CS000038,Y si/Bac si,KH000024,NV000240
NV000241,La Huy Cat,0,2/26/1972,79301000241,Ben Tre,864206125,CS000030,Y si/Bac si,KH000021,NV000241
NV000242,Hua Ha Chu,0,1/2/1962,79301000242,Dak Nong,378130102,CS000035,Y si/Bac si,KH000005,NV000242
NV000243,Chung Ngoc Nham,1,4/5/1986,79301000243,Cao Bang,938376802,CS000004,Y si/Bac si,KH000024,NV000243
NV000244,Phuong Van Hung,1,11/16/1990,79301000244,Bac Kan,350116133,CS000009,Y si/Bac si,KH000018,NV000244
NV000245,Vu Anh Luan,0,12/30/1962,79301000245,Ca Mau,844232348,CS000025,Y si/Bac si,KH000014,NV000245
NV000246,Pham Dinh Nguyen,1,7/9/1983,79301000246,Dong Thap,974414626,CS000017,Y si/Bac si,KH000002,NV000246
NV000247,Thinh Vinh Xuong,0,2/14/1988,79301000247,Tra Vinh,843253180,CS000037,Y si/Bac si,KH000010,NV000247
NV000248,Quach Thai Kiet,1,10/2/1979,79301000248,Phu Tho,351145581,CS000045,Y si/Bac si,KH000012,NV000248
NV000249,Sam Thanh Cao,1,4/15/1973,79301000249,Quang Ngai,794537451,CS000030,Y si/Bac si,KH000011,NV000249
NV000250,Hoang Vuong Khoa,0,2/15/1964,79301000250,Tay Ninh,852504248,CS000021,Y si/Bac si,KH000004,NV000250
NV000251,Khuong Xuan Chau,1,11/16/1973,79301000251,Long An,787746020,CS000001,Y si/Bac si,KH000002,NV000251
NV000252,Hinh Vinh Hai,1,3/17/1956,79301000252,Tien Giang,835444785,CS000030,Y si/Bac si,KH000003,NV000252
NV000253,Huong Hoang Xuong,1,11/12/1960,79301000253,Lam Dong,988485646,CS000006,Y si/Bac si,KH000005,NV000253
NV000254,Hinh Vinh Phong,0,11/16/1967,79301000254,Ha Nam,895604655,CS000033,Y si/Bac si,KH000023,NV000254
NV000255,Phung Dinh Manh,0,2/6/1961,79301000255,Vinh Long,966737348,CS000003,Y si/Bac si,KH000009,NV000255
NV000256,Quach Dieu Pham,1,8/10/1968,79301000256,Hau Giang,964774251,CS000021,Y si/Bac si,KH000011,NV000256
NV000257,Lanh Ngoc Chinh,1,1/14/1988,79301000257,Bac Lieu,361430551,CS000006,Y si/Bac si,KH000020,NV000257
NV000258,La Thanh Thi,1,12/14/1979,79301000258,Quang Ngai,815455676,CS000043,Y si/Bac si,KH000014,NV000258
NV000259,Hinh Gia Dung,0,6/16/1995,79301000259,Kon Tum,372803414,CS000035,Y si/Bac si,KH000023,NV000259
NV000260,Ly Hieu Duyen,1,10/13/1987,79301000260,Ninh Binh,973814184,CS000009,Y si/Bac si,KH000012,NV000260
NV000261,Phi The Cuong,1,3/8/1999,79301000261,Ha Noi,760687775,CS000008,Y si/Bac si,KH000008,NV000261
NV000262,Bach Ha Luong,0,4/23/1962,79301000262,Quang Nam,866200268,CS000043,Y si/Bac si,KH000006,NV000262
NV000263,Thinh Le Ba,0,2/25/1978,79301000263,Ha Nam,943587447,CS000016,Y si/Bac si,KH000005,NV000263
NV000264,Chau Duc Song,1,2/28/1970,79301000264,Hai Phong,861268607,CS000050,Y si/Bac si,KH000015,NV000264
NV000265,Quang Vuong Hai,1,3/5/1997,79301000265,Lai Chau,588561225,CS000017,Y si/Bac si,KH000019,NV000265
NV000266,Ho Le Bang,1,4/10/1988,79301000266,Dak Nong,778761885,CS000015,Y si/Bac si,KH000022,NV000266
NV000267,Nguyen  Thanh Huong,0,12/13/1998,79301000267,Dong Thap,827026555,CS000004,Y si/Bac si,KH000022,NV000267
NV000268,Phan Thu Boc,1,11/23/1954,79301000268,Vinh Long,768182313,CS000046,Y si/Bac si,KH000020,NV000268
NV000269,Ly Hung Quoc,0,6/18/1975,79301000269,Dak Lak,361283154,CS000046,Y si/Bac si,KH000021,NV000269
NV000270,La Hung Chuc,1,5/28/1999,79301000270,Lang Son,938647618,CS000024,Y si/Bac si,KH000025,NV000270
NV000271,Pham Hong Hanh,0,5/20/1993,79301000271,Quang Ninh,922251182,CS000025,Y si/Bac si,KH000025,NV000271
NV000272,Lanh Thanh Thy,1,11/23/1962,79301000272,Vinh Long,388515716,CS000028,Y si/Bac si,KH000020,NV000272
NV000273,Quach Phu Thinh,0,5/28/1967,79301000273,Dak Lak,346017401,CS000030,Y si/Bac si,KH000025,NV000273
NV000274,Bui Quo Chi,0,6/11/1993,79301000274,Da Nang,948833043,CS000027,Y si/Bac si,KH000009,NV000274
NV000275,Ly Ha Anh,1,11/24/1961,79301000275,Binh Dinh,846240123,CS000022,Y si/Bac si,KH000014,NV000275
NV000276,Do Hoang Sang,0,4/20/1955,79301000276,Son La,971110778,CS000024,Y si/Bac si,KH000016,NV000276
NV000277,Thinh Duc Son,0,2/7/1988,79301000277,Dak Nong,587178871,CS000027,Y si/Bac si,KH000013,NV000277
NV000278,Ho Tan Ban,0,10/28/1979,79301000278,Thai Nguyen,582586566,CS000036,Y si/Bac si,KH000022,NV000278
NV000279,Chu Dieu Khoi,0,6/16/1977,79301000279,Dong Thap,568621545,CS000033,Y si/Bac si,KH000010,NV000279
NV000280,Hinh Minh Thuan,1,1/1/1964,79301000280,Bac Lieu,332330824,CS000026,Y si/Bac si,KH000015,NV000280
NV000281,Vo Xuan Kiet,0,6/8/1956,79301000281,Quang Ninh,895414502,CS000036,Y si/Bac si,KH000014,NV000281
NV000282,Pham Xuan Ban,1,1/7/1962,79301000282,Cao Bang,375056620,CS000004,Y si/Bac si,KH000003,NV000282
NV000283,Huong Duy Cung,0,2/25/1956,79301000283,Kon Tum,767612713,CS000041,Y si/Bac si,KH000009,NV000283
NV000284,Duong Hieu Phuong,0,11/6/1993,79301000284,Quang Nam,396225302,CS000020,Y si/Bac si,KH000010,NV000284
NV000285,Huong Quo Kien,0,2/12/1977,79301000285,Thai Nguyen,762385518,CS000040,Y si/Bac si,KH000009,NV000285
NV000286,Quach Thanh Hanh,1,4/12/1979,79301000286,Ha Nam,997172612,CS000019,Y si/Bac si,KH000001,NV000286
NV000287,Huynh Thanh Song,0,7/24/1970,79301000287,Da Nang,922080865,CS000030,Y si/Bac si,KH000009,NV000287
NV000288,Trung Vuong Anh,1,6/11/1957,79301000288,Kien Giang,338520364,CS000049,Y si/Bac si,KH000025,NV000288
NV000289,Hoang Dang Vinh,1,1/5/1958,79301000289,Kon Tum,887646212,CS000016,Y si/Bac si,KH000001,NV000289
NV000290,Lang Minh Bich,0,1/8/1972,79301000290,Binh Dinh,763206366,CS000038,Y si/Bac si,KH000018,NV000290
NV000291,Le  Huy Luan,1,11/28/1983,79301000291,Soc Trang,362003432,CS000001,Y si/Bac si,KH000002,NV000291
NV000292,Bach Phu Khanh,0,7/24/1963,79301000292,Ha Giang,787107610,CS000038,Y si/Bac si,KH000010,NV000292
NV000293,Chu Thu Nga,1,3/1/1973,79301000293,Ha Tinh,560110670,CS000027,Y si/Bac si,KH000016,NV000293
NV000294,Do Vinh Hue,0,7/25/1976,79301000294,Hai Duong,763553206,CS000047,Y si/Bac si,KH000012,NV000294
NV000295,Ngo Phu Ly,1,6/10/1972,79301000295,Binh Thuan,967012817,CS000012,Y si/Bac si,KH000025,NV000295
NV000296,Duong Dinh Niem,0,9/10/1963,79301000296,Quang Nam,821667636,CS000002,Y si/Bac si,KH000025,NV000296
NV000297,Chau Tan Thi,1,6/23/1963,79301000297,Tra Vinh,356081866,CS000036,Y si/Bac si,KH000007,NV000297
NV000298,Truon Hoang Ban,0,7/24/1954,79301000298,Quang Binh,563318587,CS000028,Y si/Bac si,KH000024,NV000298
NV000299,Quach Ba Lieu,0,11/16/1974,79301000299,Khanh Hoa,766730074,CS000038,Y si/Bac si,KH000024,NV000299
NV000300,Ho Vinh Hong,1,2/7/1978,79301000300,An Giang,927820361,CS000003,Y si/Bac si,KH000001,NV000300
NV000301,Trung Dai Khoan,0,8/3/1955,79301000301,Ho Chi Minh,888132427,CS000037,Y si/Bac si,KH000002,NV000301
NV000302,Duong Mai Vuong,0,10/1/1953,79301000302,Binh Phuoc,982856776,CS000014,Y si/Bac si,KH000016,NV000302
NV000303,Ly Huy Danh,1,10/7/1995,79301000303,Long An,837383368,CS000010,Y si/Bac si,KH000012,NV000303
NV000304,Phan Huy Au,1,11/8/1953,79301000304,Quang Ninh,964355087,CS000045,Y si/Bac si,KH000019,NV000304
NV000305,Bach Thai Chu,0,9/4/1984,79301000305,Quang Tri,856834262,CS000026,Y si/Bac si,KH000022,NV000305
NV000306,Lanh Viet Lam,0,1/21/1997,79301000306,Ho Chi Minh,901527467,CS000032,Y si/Bac si,KH000020,NV000306
NV000307,Phan Phu Vuong,1,7/8/1977,79301000307,Quang Tri,704681720,CS000013,Y si/Bac si,KH000003,NV000307
NV000308,Thinh Huy Phi,1,5/3/1983,79301000308,Ha Giang,846156146,CS000036,Y si/Bac si,KH000013,NV000308
NV000309,Vo Vuong Khoa,0,11/10/1975,79301000309,Thai Binh,814156003,CS000033,Y si/Bac si,KH000003,NV000309
NV000310,Vo Thong Huyen,1,10/1/1951,79301000310,Thai Binh,850153845,CS000006,Y si/Bac si,KH000015,NV000310
NV000311,Vo Dang Quoc,0,1/1/2000,79301000311,Kien Giang,393764600,CS000034,Y si/Bac si,KH000009,NV000311
NV000312,Bach Quo Lang,0,7/1/1981,79301000312,Dak Lak,786152106,CS000010,Y si/Bac si,KH000002,NV000312
NV000313,Tran Xuan Nguyen,0,3/15/1962,79301000313,Ninh Binh,821703705,CS000028,Y si/Bac si,KH000001,NV000313
NV000314,Cong Minh Chinh,1,5/1/1971,79301000314,Ha Nam,816511340,CS000014,Y si/Bac si,KH000001,NV000314
NV000315,Sam Huy Canh,0,8/30/1955,79301000315,Ninh Binh,923852632,CS000019,Y si/Bac si,KH000025,NV000315
NV000316,Do Dang Kien,1,3/9/1994,79301000316,Tra Vinh,970481412,CS000027,Y si/Bac si,KH000009,NV000316
NV000317,Pham Dieu Ban,1,3/24/1972,79301000317,Ninh Thuan,858603485,CS000041,Y si/Bac si,KH000020,NV000317
NV000318,Le  Tan Duyen,0,12/29/1984,79301000318,Tuyen Quang,594446513,CS000027,Y si/Bac si,KH000020,NV000318
NV000319,Tran Duy Anh,0,1/15/1962,79301000319,Ninh Thuan,792511006,CS000006,Y si/Bac si,KH000005,NV000319
NV000320,Phung Nhu Hiep,1,4/5/1970,79301000320,Ha Noi,824305607,CS000048,Y si/Bac si,KH000006,NV000320
NV000321,Vu Huy Chi,1,7/5/1979,79301000321,Binh Thuan,831032446,CS000006,Y si/Bac si,KH000009,NV000321
NV000322,Sam Hieu Kien,1,2/16/1965,79301000322,Hoa Binh,986741638,CS000028,Y si/Bac si,KH000022,NV000322
NV000323,Chung Thanh Ba,0,12/31/1950,79301000323,Binh Dinh,341842021,CS000001,Y si/Bac si,KH000019,NV000323
NV000324,Chau Vuong Thuan,1,10/7/1973,79301000324,Tra Vinh,372128536,CS000001,Y si/Bac si,KH000001,NV000324
NV000325,Lanh Quo Cao,0,6/4/1976,79301000325,Can Tho,845064347,CS000037,Y si/Bac si,KH000024,NV000325
NV000326,Huynh Nhu Thy,1,1/4/1958,79301000326,Nghe An,891524345,CS000037,Y si/Bac si,KH000008,NV000326
NV000327,Lanh Gia Cuong,0,8/23/1953,79301000327,Bac Lieu,915644738,CS000047,Y si/Bac si,KH000011,NV000327
NV000328,Bach Thai Hung,1,11/22/1966,79301000328,Hau Giang,987806307,CS000048,Y si/Bac si,KH000011,NV000328
NV000329,Phan Huy Thi,0,1/3/1966,79301000329,Dong Nai,378782352,CS000014,Y si/Bac si,KH000015,NV000329
NV000330,Hoang Dang Duyen,0,9/26/1975,79301000330,Ninh Binh,338060548,CS000042,Y si/Bac si,KH000014,NV000330
NV000331,Ho Hoang Chau,0,5/14/1950,79301000331,Quang Ninh,852806751,CS000041,Y si/Bac si,KH000019,NV000331
NV000332,La Ha Nghia,0,1/7/1995,79301000332,Ca Mau,581746372,CS000018,Y si/Bac si,KH000013,NV000332
NV000333,Ngo Nhu Thuong,1,9/14/1953,79301000333,Hau Giang,935525580,CS000013,Y si/Bac si,KH000021,NV000333
NV000334,Thinh Dieu Vy,0,10/29/1999,79301000334,Bac Kan,938175243,CS000045,Y si/Bac si,KH000005,NV000334
NV000335,Binh The Lieu,0,10/31/1979,79301000335,Tra Vinh,580335812,CS000007,Y si/Bac si,KH000020,NV000335
NV000336,Nguyen  Kim Niem,0,7/12/1950,79301000336,Yen Bai,988563617,CS000030,Y si/Bac si,KH000018,NV000336
NV000337,Chu Thanh Cuong,0,6/16/1975,79301000337,Phu Tho,988513831,CS000010,Y si/Bac si,KH000025,NV000337
NV000338,Bui Ba Anh,1,3/4/1972,79301000338,Hai Phong,396341803,CS000029,Y si/Bac si,KH000017,NV000338
NV000339,Truon Dang Chi,1,1/7/1964,79301000339,Bac Giang,387202527,CS000035,Y si/Bac si,KH000019,NV000339
NV000340,Bui Anh Son,1,2/3/1997,79301000340,Tuyen Quang,992831034,CS000004,Y si/Bac si,KH000013,NV000340
NV000341,Lac Hieu Hien,0,10/16/1975,79301000341,Nghe An,992330448,CS000023,Y si/Bac si,KH000008,NV000341
NV000342,Chung Le Hanh,1,6/19/1953,79301000342,Binh Thuan,764385014,CS000014,Y si/Bac si,KH000006,NV000342
NV000343,Lang Gia Sang,1,4/8/1952,79301000343,Ho Chi Minh,344183707,CS000008,Y si/Bac si,KH000019,NV000343
NV000344,Vu Trong Nghiem,0,6/17/1991,79301000344,Vinh Long,998115338,CS000026,Y si/Bac si,KH000018,NV000344
NV000345,Vo Anh Duyen,1,8/23/1999,79301000345,Phu Tho,773385728,CS000034,Y si/Bac si,KH000004,NV000345
NV000346,Phi Quang Kien,0,3/20/1979,79301000346,Ho Chi Minh,324230548,CS000008,Y si/Bac si,KH000017,NV000346
NV000347,Phan Hieu Phi,1,11/1/1983,79301000347,Kien Giang,818360883,CS000006,Y si/Bac si,KH000011,NV000347
NV000348,Do Xuan Nhiem,1,4/1/1995,79301000348,Binh Thuan,880681170,CS000036,Y si/Bac si,KH000019,NV000348
NV000349,Vo Hung Song,1,1/29/1991,79301000349,Vinh Phuc,766867337,CS000048,Y si/Bac si,KH000023,NV000349
NV000350,Phi Kim Luan,0,4/3/1952,79301000350,An Giang,365413380,CS000041,Y si/Bac si,KH000017,NV000350
NV000351,Quach Le Chu,0,11/26/1957,79301000351,Binh Thuan,586214463,CS000002,Y si/Bac si,KH000012,NV000351
NV000352,Ngo Gia Hanh,0,5/10/1985,79301000352,Bac Ninh,586231364,CS000018,Y si/Bac si,KH000025,NV000352
NV000353,Tran Phu Xuyen,0,5/24/1970,79301000353,Da Nang,814014205,CS000046,Y si/Bac si,KH000018,NV000353
NV000354,Ly Minh Vinh,0,9/5/1951,79301000354,Dong Thap,821182033,CS000014,Y si/Bac si,KH000008,NV000354
NV000355,Sam Van Niem,0,9/25/1961,79301000355,Bac Giang,970258274,CS000044,Y si/Bac si,KH000004,NV000355
NV000356,Truon Thi Nghia,0,9/28/1965,79301000356,Ba Ria-Vung Tau,887585282,CS000010,Y si/Bac si,KH000005,NV000356
NV000357,Do Dinh Khuong,0,1/26/1977,79301000357,Dien Bien,348555268,CS000017,Y si/Bac si,KH000002,NV000357
NV000358,Tran Thu Yen,1,9/26/1984,79301000358,Khanh Hoa,903374624,CS000008,Y si/Bac si,KH000022,NV000358
NV000359,Phung Mai Canh,1,9/28/1981,79301000359,Khanh Hoa,704075361,CS000034,Y si/Bac si,KH000003,NV000359
NV000360,Le  The Hien,0,5/8/1954,79301000360,Ca Mau,773847887,CS000031,Y si/Bac si,KH000016,NV000360
NV000361,Pham Thu Luan,0,1/6/1998,79301000361,Gia Lai,994788070,CS000033,Y si/Bac si,KH000010,NV000361
NV000362,Huynh Phu Thuan,1,4/12/1983,79301000362,Quang Tri,376524050,CS000040,Y si/Bac si,KH000016,NV000362
NV000363,Lac Phu Nguyet,0,1/14/1984,79301000363,Ninh Thuan,776616714,CS000039,Y si/Bac si,KH000007,NV000363
NV000364,Phung Hieu Bich,0,4/8/1981,79301000364,Binh Thuan,323588528,CS000050,Y si/Bac si,KH000015,NV000364
NV000365,La Thai Cung,1,8/11/1988,79301000365,Vinh Phuc,592422876,CS000018,Y si/Bac si,KH000009,NV000365
NV000366,Tran Gia Sang,0,5/4/1983,79301000366,Thai Nguyen,787373300,CS000042,Y si/Bac si,KH000008,NV000366
NV000367,Quang Gia Nam,0,2/1/1995,79301000367,Hung Yen,587026882,CS000025,Y si/Bac si,KH000003,NV000367
NV000368,Do An Manh,0,11/27/1966,79301000368,Dak Nong,335656735,CS000001,Y si/Bac si,KH000012,NV000368
NV000369,Lac Tan Son,1,5/20/1978,79301000369,Hai Phong,888215654,CS000010,Y si/Bac si,KH000011,NV000369
NV000370,Truon Thanh Phuong,0,10/1/1960,79301000370,Binh Duong,986736508,CS000003,Y si/Bac si,KH000019,NV000370
NV000371,Hinh Duc Son,0,4/23/1982,79301000371,Ben Tre,584578338,CS000041,Y si/Bac si,KH000004,NV000371
NV000372,Chu Dinh Au,1,6/24/1958,79301000372,Phu Tho,941808407,CS000039,Y si/Bac si,KH000021,NV000372
NV000373,Phung Dinh Luan,0,4/4/1956,79301000373,Khanh Hoa,887602723,CS000031,Y si/Bac si,KH000001,NV000373
NV000374,Bui Hung Luong,1,1/14/1965,79301000374,Thua Thien-Hue,783046268,CS000021,Y si/Bac si,KH000008,NV000374
NV000375,Duong Hong Bang,0,2/8/1972,79301000375,Binh Duong,341672004,CS000018,Y si/Bac si,KH000007,NV000375
NV000376,Chung Thanh Cao,0,4/22/1996,79301000376,Quang Binh,905866174,CS000033,Y si/Bac si,KH000003,NV000376
NV000377,Ho Nhu Niem,1,8/7/1966,79301000377,Son La,900446135,CS000009,Y si/Bac si,KH000008,NV000377
NV000378,Lanh Thi Bich,1,4/20/1970,79301000378,Binh Thuan,828466422,CS000031,Y si/Bac si,KH000018,NV000378
NV000379,Quach Hieu Quang,0,4/21/1990,79301000379,Phu Yen,908810771,CS000019,Y si/Bac si,KH000004,NV000379
NV000380,Tran Dieu Lieu,1,11/28/1979,79301000380,Nam Dinh,787888378,CS000042,Y si/Bac si,KH000020,NV000380
NV000381,Bui Quang Dung,0,7/3/1984,79301000381,Phu Tho,581620468,CS000038,Y si/Bac si,KH000015,NV000381
NV000382,Ho Le Xuyen,0,8/15/1992,79301000382,Binh Dinh,392227388,CS000013,Y si/Bac si,KH000004,NV000382
NV000383,Ngo Dieu Cat,1,2/28/1999,79301000383,Thua Thien-Hue,942134061,CS000004,Y si/Bac si,KH000018,NV000383
NV000384,Hua Anh Quynh,1,8/14/1950,79301000384,Binh Phuoc,342414327,CS000003,Y si/Bac si,KH000017,NV000384
NV000385,Bach Duy Dao,1,6/27/1988,79301000385,Ben Tre,356837708,CS000035,Y si/Bac si,KH000010,NV000385
NV000386,Quach Le Huong,1,5/22/1985,79301000386,Soc Trang,824037467,CS000033,Y si/Bac si,KH000001,NV000386
NV000387,Chau Hoang Chuc,0,6/3/1963,79301000387,Bac Ninh,842028088,CS000008,Y si/Bac si,KH000021,NV000387
NV000388,Nguyen  Van Thy,1,6/15/1996,79301000388,Phu Tho,765285505,CS000005,Y si/Bac si,KH000024,NV000388
NV000389,Duong Trong Uyen,1,9/2/2000,79301000389,Dong Nai,796286516,CS000028,Y si/Bac si,KH000005,NV000389
NV000390,Quach Ha Khoa,0,8/16/1997,79301000390,Dong Thap,827326205,CS000028,Y si/Bac si,KH000020,NV000390
NV000391,Chu Ba Thuan,1,12/11/1991,79301000391,Long An,586527723,CS000012,Y si/Bac si,KH000022,NV000391
NV000392,Hoang Dang Luan,1,6/10/1995,79301000392,Hung Yen,863737067,CS000035,Y si/Bac si,KH000012,NV000392
NV000393,Bach Nhu Xuong,0,1/23/1952,79301000393,Binh Thuan,962530631,CS000022,Y si/Bac si,KH000004,NV000393
NV000394,Huong Thanh Thu,1,1/20/1976,79301000394,Ninh Thuan,794113155,CS000014,Y si/Bac si,KH000022,NV000394
NV000395,Quach Vinh Long,0,8/17/1968,79301000395,Ha Giang,326600646,CS000030,Y si/Bac si,KH000020,NV000395
NV000396,Hoang Tan Bang,1,9/2/1952,79301000396,Dong Nai,982344184,CS000002,Y si/Bac si,KH000006,NV000396
NV000397,Phi Hung Bang,1,3/8/1981,79301000397,Dong Thap,797277664,CS000047,Y si/Bac si,KH000017,NV000397
NV000398,Hua Vuong Nghiem,1,10/18/1998,79301000398,Yen Bai,327478607,CS000050,Y si/Bac si,KH000010,NV000398
NV000399,Le  Ha Phi,0,11/6/1957,79301000399,An Giang,856737728,CS000021,Y si/Bac si,KH000019,NV000399
NV000400,Cong Vuong Huyen,1,9/25/1957,79301000400,Ha Noi,911360543,CS000044,Y si/Bac si,KH000018,NV000400
NV000401,Lanh Trong Luong,0,3/14/1970,79301000401,Tien Giang,377427877,CS000029,Y si/Bac si,KH000010,NV000401
NV000402,Thinh Thu Phe,0,7/16/1987,79301000402,Yen Bai,850347076,CS000004,Y si/Bac si,KH000021,NV000402
NV000403,Bach The Chuong,1,11/28/1969,79301000403,Phu Yen,812834203,CS000035,Y si/Bac si,KH000020,NV000403
NV000404,Phuong Dinh Suong,1,2/14/1952,79301000404,Ben Tre,967765353,CS000045,Y si/Bac si,KH000024,NV000404
NV000405,Binh Thong Hue,1,8/23/1963,79301000405,Lao Cai,846662562,CS000016,Y si/Bac si,KH000009,NV000405
NV000406,Trung Van Tho,0,12/4/1977,79301000406,Tay Ninh,905311340,CS000041,Y si/Bac si,KH000009,NV000406
NV000407,Hua Dai Thuan,1,11/7/1955,79301000407,Tuyen Quang,766308660,CS000031,Y si/Bac si,KH000001,NV000407
NV000408,Chung Nhu Binh,1,5/18/1980,79301000408,Lao Cai,704708840,CS000014,Y si/Bac si,KH000009,NV000408
NV000409,Ho Van Cat,1,6/24/1951,79301000409,Nghe An,388142040,CS000024,Y si/Bac si,KH000020,NV000409
NV000410,Phi Huy Song,1,1/29/1976,79301000410,Nghe An,334105075,CS000008,Y si/Bac si,KH000025,NV000410
NV000411,Ngo Ngoc Huong,0,6/24/1985,79301000411,Nam Dinh,396083248,CS000042,Y si/Bac si,KH000008,NV000411
NV000412,Chu Thanh Boc,1,1/2/1984,79301000412,Nam Dinh,701684868,CS000021,Y si/Bac si,KH000002,NV000412
NV000413,Chau Thanh Chuong,1,2/12/1973,79301000413,Ninh Thuan,840403288,CS000027,Y si/Bac si,KH000025,NV000413
NV000414,Khuong Thi Bach,1,9/14/1987,79301000414,Da Nang,867323364,CS000034,Y si/Bac si,KH000004,NV000414
NV000415,Tran Hoang Son,0,1/12/1992,79301000415,Ninh Thuan,335345632,CS000011,Y si/Bac si,KH000006,NV000415
NV000416,Vu Thai Hue,0,9/4/1986,79301000416,Kon Tum,977717085,CS000045,Y si/Bac si,KH000015,NV000416
NV000417,Hinh Tan Bich,0,8/14/1957,79301000417,Gia Lai,998786710,CS000030,Y si/Bac si,KH000005,NV000417
NV000418,Cong Anh Chau,0,3/21/1962,79301000418,Cao Bang,562306862,CS000001,Y si/Bac si,KH000012,NV000418
NV000419,Thinh Minh Ban,0,12/8/1979,79301000419,Soc Trang,338281516,CS000034,Y si/Bac si,KH000019,NV000419
NV000420,Hinh Nhu Chuong,1,2/9/2000,79301000420,Nghe An,966172634,CS000036,Y si/Bac si,KH000017,NV000420
NV000421,Vo Hung Chuc,1,12/27/1985,79301000421,Son La,357433404,CS000045,Y si/Bac si,KH000021,NV000421
NV000422,Tran Hung Danh,1,4/22/1972,79301000422,Da Nang,861061384,CS000025,Y si/Bac si,KH000022,NV000422
NV000423,Ho Hung Vinh,0,9/24/1995,79301000423,Binh Thuan,370378142,CS000038,Y si/Bac si,KH000003,NV000423
NV000424,Do Vinh Lam,0,4/20/1969,79301000424,Khanh Hoa,320165444,CS000050,Y si/Bac si,KH000009,NV000424
NV000425,Lang Thai Thuan,0,1/16/1957,79301000425,Quang Binh,974481031,CS000005,Y si/Bac si,KH000014,NV000425
NV000426,Hoang An Nga,0,12/24/1956,79301000426,Thanh Hoa,882045347,CS000002,Y si/Bac si,KH000016,NV000426
NV000427,Bui Anh Thoa,1,2/2/1988,79301000427,Hai Duong,810368258,CS000006,Y si/Bac si,KH000019,NV000427
NV000428,La Tan Lang,1,11/6/1998,79301000428,Yen Bai,911140344,CS000011,Y si/Bac si,KH000001,NV000428
NV000429,Sam Thi Hue,1,11/7/1994,79301000429,Thua Thien-Hue,564842231,CS000045,Y si/Bac si,KH000006,NV000429
NV000430,Ly Kim Hien,0,10/22/1961,79301000430,Ninh Binh,762542146,CS000043,Y si/Bac si,KH000020,NV000430
