mabn,macsyt,ten,cmnd,ngsinh,sonha,duong,quan,tinh,tsbenh,tsbenhgd,diung,matkhau
BN000184,CS000012,Ngo Xuan Nga,79201000184,12/1/1957,4544,Ly Tu Trong,Hoang Sa,Khanh Hoa,,,Mercaptobenzothiazole,BN000184
BN000185,CS000027,Trung Ha Vinh,79201000185,3/30/1964,2537,Nguyen Cong Tru,Tu Liem,Thai Nguyen,,,Disperse blue 106,BN000185
BN000186,CS000024,Huong Thu Quyen,79201000186,11/11/1975,2269,Dang Tran Con,6,Hai Phong,,,Hon hop Carba,BN000186
BN000187,CS000002,Hoang Gia Kien,79201000187,10/11/1989,4616,Trinh Van Can,12,Thanh Hoa,,Benh tieu duong ,,BN000187
BN000188,CS000042,Lac Thong Huy,79201000188,1/29/1988,4013,Nguyen Thai Binh,Hoa Vang,Dong Nai,,Benh mau kho dong ,Mercaptobenzothiazole,BN000188
BN000189,CS000042,Vo Viet Chuong,79201000189,4/25/1993,219,Phan Boi Chau,Go Vap,Hoa Binh,,Hoi chung Down ,Ethylenediamine,BN000189
BN000190,CS000028,Quan Le Hai,79201000190,1/16/1981,890,Ho Tung Mau,Duong Kinh,Hoa Binh,,Benh dong kinh ,Disperse blue 106,BN000190
BN000191,CS000028,Chung Huy Vinh,79201000191,1/22/1998,386,Bach Mai,4,Soc Trang,,Benh tim ,Mercaptobenzothiazole,BN000191
BN000192,CS000009,Lang Phu Nham,79201000192,3/25/1987,1320,Nguyen Cong Tru,Ngu Hanh Son,Binh Dinh,,Benh bach tang,,BN000192
BN000193,CS000004,Chung Ngoc Manh,79201000193,9/8/1952,1615,Nguyen Du,Tu Liem,Ben Tre,,Benh mu mau ,Balsam của Peru,BN000193
BN000194,CS000050,Lang Vuong Lam,79201000194,9/26/1974,2356,Nguyen Thi Minh Khai,Hong Bang,Quang Nam,,Benh bach tang,,BN000194
BN000195,CS000043,Nguyen  Ngoc Huy,79201000195,4/25/1950,3809,Bui Vien,Kien An,Dien Bien,,Hoi chung Turner,,BN000195
BN000196,CS000002,Phuong Hung Huong,79201000196,8/24/1974,1081,Ly Tu Trong,Ngo Quyen,Tay Ninh,,Hoi chung Klinefelter,Balsam của Peru,BN000196
BN000197,CS000018,Dang Hoang Va,79201000197,5/20/1983,1313,Giai Phong,Thanh Khe,Ninh Binh,,Benh tim ,Budesonide,BN000197
BN000198,CS000027,Chu Vuong Thuan,79201000198,8/17/1966,1546,Le Thi Rieng,Duong Kinh,Da Nang,,,Bacitracin,BN000198
BN000199,CS000012,Vo Quang Huyen,79201000199,7/8/1984,4780,Pho Hue,Hoang Sa,Nam Dinh,,,,BN000199
BN000200,CS000014,Chau Huy Niem,79201000200,5/31/1962,1732,Cach Mang Thang Tam,Hoang Sa,Soc Trang,,Benh bach tang,,BN000200
BN000201,CS000014,Quach Van Song,79201000201,4/10/1979,765,Nguyen Du,Ha Dong ,Bac Ninh,,Benh mu mau ,Bacitracin,BN000201
BN000202,CS000014,Do Thanh Nhiem,79201000202,1/16/1982,4561,Cach Mang Thang Tam,Cai Rang,Tien Giang,,,,BN000202
BN000203,CS000033,Tran Thanh Loan,79201000203,4/21/2000,1807,Nguyen Trung Truc,Hoan Kiem,Binh Duong,,,Mercapto hon hop,BN000203
BN000204,CS000013,Chung Nhu Hanh,79201000204,6/20/1999,3975,Pham Hong Thai,Phu Nhuan,Nghe An,,,,BN000204
BN000205,CS000017,Lang Ha Bang,79201000205,2/6/1957,3614,Ho Tung Mau,9,Quang Tri,,Hoi chung Turner,Disperse blue 106,BN000205
BN000206,CS000005,Huong Hung Lam,79201000206,5/5/1969,3653,Nam Ky Khoi Nghia,Hai An,Ho Chi Minh,,,Hon hop Carba,BN000206
BN000207,CS000028,Cong Trong Suong,79201000207,12/12/1952,3070,Vo Van Kiet,Binh Thanh,Dong Thap,,Hoi chung Klinefelter,,BN000207
BN000208,CS000045,Ho Ha Loan,79201000208,6/10/1983,2959,Nguyen Trung Truc,2,Thai Nguyen,,,,BN000208
BN000209,CS000037,Lang Phu Thi,79201000209,4/4/1962,2504,Nguyen Thi Minh Khai,Thu Duc,Khanh Hoa,,,,BN000209
BN000210,CS000043,Ngo An Long,79201000210,4/3/1993,4221,Le Lai,Thu Duc,Ninh Thuan,,,Mercaptobenzothiazole,BN000210
BN000211,CS000015,Trung Thanh Vuong,79201000211,11/10/1978,2202,Nguyen Du,Le Chan,Long An,,,Hon hop Carba,BN000211
BN000212,CS000032,Tran Minh Phi,79201000212,8/13/1956,259,Nguyen Trai,Binh Thanh,Quang Binh,,Hoi chung Down ,Imidazolidinyl ure,BN000212
BN000213,CS000010,Sam Hoang Dao,79201000213,11/27/1956,4920,Nguyen Thai Hoc,Binh Thanh,Quang Nam,,,Budesonide,BN000213
BN000214,CS000004,Quach Viet Chuong,79201000214,2/18/1980,2424,De Tham,Hai An,Ha Nam,,Benh bach tang,Ethylenediamine,BN000214
BN000215,CS000016,Vu Huy Nguyet,79201000215,2/21/1986,3764,Ham Nghi,10,Thanh Hoa,,,Hon hop Caine,BN000215
BN000216,CS000015,Nguyen  Hoang Nguyet,79201000216,3/17/1984,1576,Pho Hue,Cau Giay,Da Nang,,Benh bach tang,,BN000216
BN000217,CS000044,Phuong Thong Sang,79201000217,10/16/1998,4857,Le Thi Rieng,Cai Rang,Quang Binh,,Cao huyet ap,Imidazolidinyl ure,BN000217
BN000218,CS000041,Lac Nhu Minh,79201000218,6/3/1950,4647,Bach Mai,Thot Not,Soc Trang,,,,BN000218
BN000219,CS000042,Thinh Thanh Ban,79201000219,7/13/1994,320,Le Loi,Binh Thuy,Thai Nguyen,,Hoi chung Down ,Balsam của Peru,BN000219
BN000220,CS000029,Lac Minh Nga,79201000220,6/21/1988,2272,Giai Phong,Lien Chieu,Ha Nam,,Benh dong kinh ,,BN000220
BN000221,CS000020,Ngo Van Thuan,79201000221,8/4/1987,65,Phan Boi Chau,Lien Chieu,Ca Mau,,Benh tim ,Bronopol,BN000221
BN000222,CS000038,Quach Thai Dao,79201000222,6/25/1956,724,Nguyen Thai Hoc,Duong Kinh,Tien Giang,,Benh mau kho dong ,,BN000222
BN000223,CS000050,Duong Le Minh,79201000223,1/23/1970,4126,Nguyen Trai,Ninh Kieu,Lao Cai,,Benh bach tang,Budesonide,BN000223
BN000224,CS000045,Bach Anh Pham,79201000224,1/27/1956,2411,Giai Phong,Kien An,Can Tho,,Benh bach tang,,BN000224
BN000225,CS000027,Thinh Huy Thi,79201000225,1/19/1965,4869,Nguyen Thien Thuat,1,Quang Binh,,Benh bach tang,Mercaptobenzothiazole,BN000225
BN000226,CS000016,Bach Viet Thuy,79201000226,6/8/1995,1063,Nguyen Thi Minh Khai,Le Chan,An Giang,,Hoi chung Turner,,BN000226
BN000227,CS000032,Khuong Dinh Chinh,79201000227,6/3/1954,4468,Trung Trac,5,Can Tho,,,Imidazolidinyl ure,BN000227
BN000228,CS000027,Hinh Thanh Cao,79201000228,12/13/1962,1335,Bui Vien,4,Binh Thuan,,,Mercapto hon hop,BN000228
BN000229,CS000007,Phung Thu Hue,79201000229,9/16/1992,887,Cong Quynh ,Le Chan,Vinh Long,,,,BN000229
BN000230,CS000002,Huong Thi Luong,79201000230,5/3/1999,667,Nguyen Du,Hai Chau,Ho Chi Minh,,Benh dong kinh ,,BN000230
BN000231,CS000047,Huong Hung Khoa,79201000231,11/16/1977,1144,Le Anh Xuan,Kien An,Lam Dong,,Benh mau kho dong ,,BN000231
BN000232,CS000025,Quang Quo Quang,79201000232,8/7/1954,2773,Giai Phong,Hoang Mai,Ca Mau,,Benh tim ,Hon hop Carba,BN000232
BN000233,CS000044,Phuong Thong Minh,79201000233,6/25/1993,3064,Tran Hung Dao,Ninh Kieu,Khanh Hoa,,Benh bach tang,Mercapto hon hop,BN000233
BN000234,CS000037,Chung Dang Thoa,79201000234,4/10/1956,1284,Cach Mang Thang Tam,7,Kon Tum,,Benh tim ,,BN000234
BN000235,CS000022,Hua Thong Cung,79201000235,7/18/1965,3735,Bui Thi Xuan,Dong Da,Long An,,Hoi chung Klinefelter,,BN000235
BN000236,CS000009,Dang Thanh Phong,79201000236,3/5/1968,2789,Dang Thi Nhu,Hoan Kiem,Quang Nam,,,,BN000236
BN000237,CS000039,Truon Duc Thu,79201000237,7/5/1953,1300,Ba Trieu,Tan Phu,Thua Thien-Hue,,,,BN000237
BN000238,CS000047,Tran Van Danh,79201000238,2/18/1999,3012,Pho Hue,Do Son,Ninh Thuan,,Benh dong kinh ,Hon hop Caine,BN000238
BN000239,CS000009,Sam Ngoc Canh,79201000239,2/19/1973,4927,Nguyen Du,Tan Phu,Bac Kan,,Benh dong kinh ,,BN000239
BN000240,CS000031,Truon Thong Khanh,79201000240,6/12/1982,3510,Bai Say,Hoang Mai,Tuyen Quang,,,,BN000240
BN000241,CS000043,Cong Mai Minh,79201000241,3/3/1993,3614,Nguyen Thai Binh,Hai Chau,Ha Noi,,Benh mu mau ,Balsam của Peru,BN000241
BN000242,CS000044,Trung Thai Nguyen,79201000242,2/1/1975,4824,Nguyen Chi Thanh,Ba Dinh,Ha Nam,,Cao huyet ap,Budesonide,BN000242
BN000243,CS000034,Sam Thai Luyen,79201000243,7/25/1960,3380,Vo Van Kiet,Tu Liem,Tuyen Quang,,Cao huyet ap,,BN000243
BN000244,CS000004,Vo Ngoc Huyen,79201000244,11/2/1975,2201,Dong Xuan,Thot Not,Ha Noi,,Hoi chung Down ,,BN000244
BN000245,CS000032,Truon Ngoc Bang,79201000245,10/10/1964,4562,Trinh Van Can,5,Binh Thuan,,,,BN000245
BN000246,CS000014,Binh Dinh Chinh,79201000246,5/21/1963,4032,Ly Tu Trong,Thot Not,Hoa Binh,,,,BN000246
BN000247,CS000034,Pham Dang Chi,79201000247,1/23/1957,1749,Trinh Van Can,Binh Thanh,Ninh Binh,,Hoi chung Turner,Hon hop cao su den ,BN000247
BN000248,CS000018,Hinh Thu Lieu,79201000248,5/23/1975,3303,Ham Nghi,Le Chan,Lao Cai,,,Kali diicat,BN000248
BN000249,CS000014,Cong Xuan Ba,79201000249,5/6/1988,3198,Bui Vien,Cai Rang,Ha Giang,,,Ethylenediamine,BN000249
BN000250,CS000013,Chu Thu Manh,79201000250,9/12/1973,1111,Nguyen Thai Binh,Long Bien,Dong Nai,,,,BN000250
BN000251,CS000020,Quan Thai Cuc,79201000251,2/24/1974,553,Dang Thi Nhu,7,Phu Yen,,,,BN000251
BN000252,CS000029,Huynh Le Cong,79201000252,5/3/1972,3235,Le Lai,Hoang Sa,Lam Dong,,,,BN000252
BN000253,CS000049,La The Nga,79201000253,12/27/1965,2955,Cong Quynh ,8,Dien Bien,,,Imidazolidinyl ure,BN000253
BN000254,CS000033,Thinh Hoang Bich,79201000254,1/18/1989,4778,Dang Thi Nhu,Cam Le,Dien Bien,,Benh mu mau ,,BN000254
BN000255,CS000044,Phi Thu Canh,79201000255,7/2/1953,4057,Cong Quynh ,Thanh Khe,Binh Phuoc,,Benh tieu duong ,,BN000255
BN000256,CS000045,Tran Duc Vuong,79201000256,10/27/1999,2320,Pham Hong Thai,Hoan Kiem,Nam Dinh,,,Ethylenediamine,BN000256
BN000257,CS000047,Huynh Quang Chuc,79201000257,8/8/1953,303,Phan Chu Trinh,Long Bien,Ha Nam,,Benh mau kho dong ,,BN000257
BN000258,CS000004,Dang Duy Thi,79201000258,4/28/1950,2241,Pham Hong Thai,6,Binh Phuoc,,Benh mu mau ,,BN000258
BN000259,CS000047,Lac Phu Kien,79201000259,8/28/1980,3326,Dang Tran Con,Hoan Kiem,Da Nang,,,Mercapto hon hop,BN000259
BN000260,CS000043,Phan Vinh Khoan,79201000260,5/3/1997,1467,Phan Boi Chau,Binh Tan,Dong Thap,,,,BN000260
BN000261,CS000050,Vo Hung Chi,79201000261,10/21/1965,3072,Cong Quynh ,Le Chan,Bac Kan,,,Hon hop Carba,BN000261
BN000262,CS000049,Khuong Gia Khanh,79201000262,10/15/1998,3694,Dong Xuan,Cau Giay,Nam Dinh,,Benh tim ,,BN000262
BN000263,CS000038,Bach Hong Cuc,79201000263,6/14/1977,4291,Nam Ky Khoi Nghia,8,Dak Lak,,Cao huyet ap,Quaternium,BN000263
BN000264,CS000012,Phi Vuong Luyen,79201000264,1/7/1969,10,Nam Ky Khoi Nghia,Thot Not,Hung Yen,,,Ethylenediamine,BN000264
BN000265,CS000017,Nguyen  Dieu Nguyet,79201000265,9/6/1971,2346,Ba Trieu,Ngo Quyen,Binh Dinh,,,Diazolidinyl ure,BN000265
BN000266,CS000004,Lac Nhu Nghia,79201000266,5/6/1968,3613,Trinh Van Can,9,Hai Phong,,Benh tim ,,BN000266
BN000267,CS000037,Bui Dang Nghia,79201000267,12/22/1987,3024,Dang Tran Con,9,Can Tho,,Benh dong kinh ,Balsam của Peru,BN000267
BN000268,CS000042,Lac Nhu Quoc,79201000268,2/22/1955,857,Truong Dinh,3,Hai Phong,,,Balsam của Peru,BN000268
BN000269,CS000006,Khuong Dang Kiet,79201000269,4/22/1962,1311,Le Lai,3,Binh Phuoc,,Hoi chung Klinefelter,,BN000269
BN000270,CS000040,Dang Kim Nga,79201000270,11/20/1976,393,Ho Tung Mau,Kien An,Hung Yen,,Hoi chung Klinefelter,Hon hop cao su den ,BN000270
BN000271,CS000002,Lang Huy Suong,79201000271,7/29/1995,2344,Bach Mai,Tan Binh,Binh Duong,,,,BN000271
BN000272,CS000007,Huong Vinh Huyen,79201000272,8/1/1995,3879,Nguyen Thien Thuat,Tan Binh,Phu Tho,,,,BN000272
BN000273,CS000006,Hoang Quo Nguyet,79201000273,5/22/1996,2957,Dang Thi Nhu,12,Bac Lieu,,Benh tieu duong ,Balsam của Peru,BN000273
BN000274,CS000029,Khuong The Chuc,79201000274,10/3/1965,1587,Nguyen Du,Do Son,Dak Lak,,,Hon hop Carba,BN000274
BN000275,CS000028,Truon Ba Hue,79201000275,12/28/1992,2453,Pho Hue,Thanh Xuan,Nghe An,,Benh bach tang,Hon hop cao su den ,BN000275
BN000276,CS000019,Ngo Dinh Canh,79201000276,3/15/1974,3358,Ham Nghi,Hoang Mai,Long An,,Benh dong kinh ,Hon hop Caine,BN000276
BN000277,CS000033,Do Huy Lam,79201000277,11/11/1958,2580,Nguyen Thai Binh,Cam Le,Quang Nam,,Hoi chung Turner,,BN000277
BN000278,CS000034,Phuong The Long,79201000278,4/25/1990,3754,Ho Tung Mau,Binh Thuy,Ha Noi,,Cao huyet ap,Imidazolidinyl ure,BN000278
BN000279,CS000015,Quach Anh Canh,79201000279,9/3/1994,589,Bui Vien,Cau Giay,Binh Phuoc,,Benh tieu duong ,,BN000279
BN000280,CS000015,La Minh Khoan,79201000280,8/11/1985,2947,Le Thi Rieng,8,Thua Thien-Hue,,,Quaternium,BN000280
BN000281,CS000047,Truon Duy Lam,79201000281,11/4/1953,4185,Bui Vien,Cai Rang,Thai Binh,,,Hon hop cao su den ,BN000281
BN000282,CS000048,Phuong Le An,79201000282,7/7/1951,4720,Cong Quynh ,Hoan Kiem,Hung Yen,,Benh tieu duong ,,BN000282
BN000283,CS000040,Duong Xuan Quoc,79201000283,1/10/1982,2283,Le Thanh Ton,Ba Dinh,Thua Thien-Hue,,,,BN000283
BN000284,CS000003,Cong Thai Xuong,79201000284,5/17/1976,590,Nguyen Thi Minh Khai,Tan Phu,Phu Tho,,Benh mau kho dong ,Hon hop Caine,BN000284
BN000285,CS000045,Vu Quo Thinh,79201000285,2/24/1953,2236,Nguyen Chi Thanh,Do Son,Son La,,,,BN000285
BN000286,CS000039,Lac Thai Dao,79201000286,4/13/1995,4184,Nguyen Thai Hoc,Tan Phu,Lang Son,,Benh mu mau ,,BN000286
BN000287,CS000006,Vu Thi Niem,79201000287,7/2/1951,4890,Bui Thi Xuan,Cam Le,Quang Binh,,,,BN000287
BN000288,CS000027,Trung Xuan Thy,79201000288,2/3/1953,3878,Le Thanh Ton,4,Can Tho,,,,BN000288
BN000289,CS000028,Phan Dai Chi,79201000289,2/14/1996,3085,Bui Vien,O Mon,Binh Thuan,,,Hon hop cao su den ,BN000289
BN000290,CS000043,Nguyen  Dang Uyen,79201000290,9/5/1997,2812,Le Lai,Son Tra,Lang Son,,,Ethylenediamine,BN000290
BN000291,CS000045,Binh Anh Long,79201000291,9/12/1980,4740,Dong Xuan,1,Bac Giang,,,,BN000291
BN000292,CS000027,Hua Anh Ban,79201000292,7/19/1982,2450,Ba Trieu,Binh Thanh,Dien Bien,,Benh tieu duong ,Hon hop Caine,BN000292
BN000293,CS000008,Quang Dai Thu,79201000293,12/20/1991,2857,Cong Quynh ,Phu Nhuan,Vinh Long,,Hoi chung Turner,,BN000293
BN000294,CS000040,Chu Van Huy,79201000294,10/5/2000,603,Ham Nghi,10,Ninh Binh,,Cao huyet ap,Hon hop Caine,BN000294
BN000295,CS000009,Ly Ha Khoan,79201000295,10/11/1954,3128,Nguyen Trai,Le Chan,Soc Trang,,,,BN000295
BN000296,CS000030,Dang Huy Song,79201000296,2/26/1966,2505,Giai Phong,Duong Kinh,Ninh Thuan,,,Mercaptobenzothiazole,BN000296
BN000297,CS000042,Ngo Le Nghiem,79201000297,9/5/2000,2825,Cach Mang Thang Tam,Hoang Mai,Binh Duong,,Benh tieu duong ,,BN000297
BN000298,CS000033,Chu Duc Nga,79201000298,9/24/1965,134,Trung Nhi,Hoa Vang,Hoa Binh,,Hoi chung Klinefelter,Hon hop Caine,BN000298
BN000299,CS000030,Phuong Duc Hanh,79201000299,4/20/1979,4009,Cach Mang Thang Tam,Thanh Xuan,Phu Tho,,,Mercapto hon hop,BN000299
BN000300,CS000029,Pham Thanh Hiep,79201000300,10/2/1952,1994,Phan Chu Trinh,Binh Tan,Bac Kan,,Cao huyet ap,,BN000300
BN000301,CS000047,Quang Thi Boc,79201000301,10/13/1980,3286,Truong Dinh,2,Ba Ria-Vung Tau,,Benh mu mau ,Balsam của Peru,BN000301
BN000302,CS000050,Bach Mai Ai,79201000302,6/13/1999,1845,Tran Hung Dao,Thanh Khe,Ba Ria-Vung Tau,,Benh dong kinh ,Budesonide,BN000302
BN000303,CS000021,Khuong Anh Nguyet,79201000303,8/19/1959,3943,Le Loi,Le Chan,Lao Cai,,Benh mu mau ,,BN000303
BN000304,CS000012,Dang Thai Hien,79201000304,7/3/1968,2389,Cach Mang Thang Tam,Ninh Kieu,Tay Ninh,,,Diazolidinyl ure,BN000304
BN000305,CS000043,Cong Anh Xuyen,79201000305,7/16/1953,2980,Nguyen Thi Minh Khai,Hoang Mai,Khanh Hoa,,,Bacitracin,BN000305
BN000306,CS000035,Ngo Vuong Vinh,79201000306,8/27/1997,823,Nguyen Chi Thanh,Cau Giay,Gia Lai,,Hoi chung Turner,Bronopol,BN000306
BN000307,CS000038,Phung Thai Nhiem,79201000307,5/6/1968,1225,Nguyen Thien Thuat,10,Thai Binh,,,,BN000307
BN000308,CS000010,Chu The Song,79201000308,12/27/1992,329,De Tham,12,Yen Bai,,,,BN000308
BN000309,CS000039,Huynh The Cung,79201000309,4/24/1985,2196,Bui Vien,Thanh Khe,Tuyen Quang,,,Diazolidinyl ure,BN000309
BN000310,CS000029,Phi The Huy,79201000310,4/16/1960,2506,Le Loi,Hoang Mai,Can Tho,,Hoi chung Down ,,BN000310
BN000311,CS000032,Vo Van Lang,79201000311,4/25/1951,4630,Le Thi Rieng,10,Thanh Hoa,,,Hon hop Carba,BN000311
BN000312,CS000025,La Hung Chu,79201000312,8/23/1985,4688,Cach Mang Thang Tam,Cam Le,Hung Yen,,,,BN000312
BN000313,CS000040,Lac Hong Nghiem,79201000313,7/18/1969,3068,Nguyen Trai,Le Chan,Tay Ninh,,,,BN000313
BN000314,CS000007,Lac Ha Kien,79201000314,12/19/1990,1017,Dang Tran Con,Binh Thuy,Nghe An,,,,BN000314
BN000315,CS000014,Pham Mai Cuc,79201000315,4/9/1980,2188,Dang Tran Con,Hai Ba Trung,Hai Phong,,Benh tieu duong ,,BN000315
BN000316,CS000032,Phi Van Duyen,79201000316,6/15/1979,3418,Vo Van Kiet,Dong Da,Dong Thap,,,,BN000316
BN000317,CS000012,Vu Van Nham,79201000317,4/10/1970,1670,Nguyen Trai,Ba Dinh,Bac Giang,,Benh mu mau ,Disperse blue 106,BN000317
BN000318,CS000023,Ly Dang Phuong,79201000318,11/25/1951,3122,Giai Phong,Lien Chieu,Ba Ria-Vung Tau,,Benh mu mau ,Bacitracin,BN000318
BN000319,CS000026,Lang Hung Boc,79201000319,2/3/1954,1380,Trung Nhi,9,Nam Dinh,,Cao huyet ap,Bacitracin,BN000319
BN000320,CS000037,Quan Minh Binh,79201000320,1/18/1996,2828,Hai Ba Trung,Cai Rang,Soc Trang,,Benh dong kinh ,,BN000320
BN000321,CS000026,Trung Thai An,79201000321,10/16/1970,2573,Ly Tu Trong,Thu Duc,Ha Nam,,,Budesonide,BN000321
BN000322,CS000025,Sam Hung Loan,79201000322,3/31/1983,3035,Nguyen Du,Thu Duc,Lam Dong,,Benh bach tang,Hon hop cao su den ,BN000322
BN000323,CS000030,Phan Hoang Chuong,79201000323,1/9/1963,4161,Le Loi,Dong Da,Quang Ngai,,,,BN000323
BN000324,CS000017,Lac Thong Luong,79201000324,12/29/1994,4083,Nguyen Trai,Ngu Hanh Son,Thai Nguyen,,Benh mu mau ,Bronopol,BN000324
BN000325,CS000004,Phi Duy Hai,79201000325,10/11/1983,885,Giai Phong,Binh Thanh,Lang Son,,Benh bach tang,Imidazolidinyl ure,BN000325
BN000326,CS000045,Ly Dai Thu,79201000326,4/9/1971,14,Nguyen Du,4,Ninh Binh,,,,BN000326
BN000327,CS000044,Cong Ngoc Thuy,79201000327,4/15/1963,4902,Nguyen Cong Tru,11,Da Nang,,,Ethylenediamine,BN000327
BN000328,CS000021,Cong Ba Bach,79201000328,12/1/1955,4946,Truong Dinh,Binh Thanh,Dak Lak,,Benh mu mau ,Hon hop Carba,BN000328
BN000329,CS000045,Chung Ba Hiep,79201000329,4/21/1957,3400,Nguyen Trung Truc,3,Bac Ninh,,,Bronopol,BN000329
BN000330,CS000043,Huynh Trong Cuong,79201000330,3/9/1959,1300,Nguyen Du,2,Bac Lieu,,,,BN000330
BN000331,CS000041,Khuong Mai Canh,79201000331,1/30/1991,3835,Nguyen Thi Minh Khai,6,Tra Vinh,,,,BN000331
BN000332,CS000012,Bach Thu Phong,79201000332,2/14/1959,2104,Nam Ky Khoi Nghia,4,Ninh Thuan,,Benh mau kho dong ,,BN000332
BN000333,CS000035,Tran Duc Xuyen,79201000333,7/2/1994,1625,Ho Tung Mau,10,Tra Vinh,,Benh tim ,,BN000333
BN000334,CS000005,Khuong Hieu Luyen,79201000334,10/23/1998,1200,Trinh Van Can,Tan Phu,Ben Tre,,Hoi chung Klinefelter,Quaternium,BN000334
BN000335,CS000048,Do Thi Nghia,79201000335,3/18/1952,2073,Ham Nghi,Thot Not,Quang Binh,,,,BN000335
BN000336,CS000017,Cong Vuong Thoa,79201000336,9/10/1971,271,Le Loi,11,Bac Ninh,,Cao huyet ap,,BN000336
BN000337,CS000001,Vu The Phe,79201000337,7/21/1961,1417,Pham Ngu Lao,Hoan Kiem,Tien Giang,,Hoi chung Turner,Balsam của Peru,BN000337
BN000338,CS000035,Vu Dang Nghiem,79201000338,5/17/1971,1255,Nam Ky Khoi Nghia,Hoan Kiem,Quang Ninh,,,,BN000338
BN000339,CS000013,Nguyen  Dinh Thoa,79201000339,6/4/1962,2469,Pham Hong Thai,Duong Kinh,Tra Vinh,,Benh tieu duong ,,BN000339
BN000340,CS000036,Bui Van Chi,79201000340,3/4/1982,859,Pho Hue,12,Binh Thuan,,,,BN000340
BN000341,CS000046,Lanh Minh Thu,79201000341,12/23/1997,2941,Bui Vien,Tan Phu,Quang Ngai,,Cao huyet ap,Diazolidinyl ure,BN000341
BN000342,CS000003,Huynh Duy Thoa,79201000342,8/14/1950,3205,Phan Van Truong,Lien Chieu,Ninh Thuan,,Hoi chung Turner,,BN000342
BN000343,CS000015,Quang Hoang Quynh,79201000343,2/27/1970,4901,Phan Chu Trinh,3,Ho Chi Minh,,,Hon hop Carba,BN000343
BN000344,CS000014,Chu Viet Hai,79201000344,5/29/1953,4286,Le Lai,Ngo Quyen,Bac Ninh,,,,BN000344
BN000345,CS000045,Trung Vinh Kiet,79201000345,1/14/1962,886,Pho Hue,Tan Phu,Bac Kan,,,Kali diicat,BN000345
BN000346,CS000017,Lanh Thanh Chu,79201000346,2/11/1973,3788,Cong Quynh ,Kien An,Binh Duong,,,Budesonide,BN000346
BN000347,CS000042,Nguyen  Duc Nhiem,79201000347,2/18/1966,2713,Dang Thi Nhu,5,Vinh Long,,Benh bach tang,Diazolidinyl ure,BN000347
BN000348,CS000009,Hoang Thong Nam,79201000348,12/11/1957,2134,Pho Hue,Kien An,Long An,,,,BN000348
BN000349,CS000029,La Thu Huyen,79201000349,11/10/1987,331,Le Thanh Ton,Long Bien,Thua Thien-Hue,,Benh bach tang,Bacitracin,BN000349
BN000350,CS000035,Truon Dinh Luyen,79201000350,12/8/1995,1650,Le Lai,Phu Nhuan,Son La,,Benh mau kho dong ,,BN000350
BN000351,CS000045,Phuong Vuong Son,79201000351,4/6/1982,3798,Le Anh Xuan,Tan Binh,An Giang,,,Disperse blue 106,BN000351
BN000352,CS000040,Hoang Dai Quang,79201000352,8/14/1973,3153,Nguyen Thai Binh,Tay Ho,Tien Giang,,,Quaternium,BN000352
BN000353,CS000023,Lac Ba Chi,79201000353,9/26/1988,4340,Pham Hong Thai,Thu Duc,Lam Dong,,,Hon hop Carba,BN000353
BN000354,CS000005,Binh Hung Luyen,79201000354,8/7/1961,1979,Cach Mang Thang Tam,Binh Thuy,Ha Giang,,Cao huyet ap,,BN000354
BN000355,CS000028,Ly Quo Xuyen,79201000355,4/11/1951,2407,Ly Tu Trong,Ba Dinh,Quang Ngai,,Benh mau kho dong ,Imidazolidinyl ure,BN000355
BN000356,CS000004,La Tan Cung,79201000356,12/19/1966,2755,Vo Van Kiet,5,Binh Thuan,,Benh tim ,,BN000356
BN000357,CS000014,Vu Duc Au,79201000357,7/10/1963,4017,Le Thi Rieng,12,Can Tho,,,Bronopol,BN000357
BN000358,CS000025,Vo The Khoan,79201000358,7/8/1969,3013,Bui Thi Xuan,Cam Le,Ca Mau,,Benh mau kho dong ,Bronopol,BN000358
BN000359,CS000033,Lanh Dinh Huong,79201000359,2/16/1968,3013,Bai Say,Le Chan,Thai Nguyen,,,Hon hop Carba,BN000359
BN000360,CS000037,Hinh Hoang Sinh,79201000360,3/14/1984,4630,Cong Quynh ,Hoang Mai,Gia Lai,,Benh tim ,Mercapto hon hop,BN000360
BN000361,CS000035,Sam Anh Quyen,79201000361,9/7/1958,1153,Pham Ngu Lao,Cam Le,Tien Giang,,,Mercaptobenzothiazole,BN000361
BN000362,CS000044,Chu The Thu,79201000362,6/18/1994,945,Nguyen Thai Binh,Binh Thanh,Lai Chau,,Benh mau kho dong ,Mercapto hon hop,BN000362
BN000363,CS000043,Binh Thong Luyen,79201000363,7/15/1977,3239,Cach Mang Thang Tam,12,Dong Nai,,,,BN000363
BN000364,CS000043,Sam Ba Chuong,79201000364,8/10/1976,2475,Ham Nghi,Tu Liem,Kien Giang,,Hoi chung Klinefelter,,BN000364
BN000365,CS000007,Trung An Vuong,79201000365,12/13/1976,4376,Bui Thi Xuan,Dong Da,Ha Noi,,Hoi chung Down ,Hon hop Carba,BN000365
BN000366,CS000009,Thinh Dang Nguyet,79201000366,4/24/1969,3010,Ly Tu Trong,Cam Le,Gia Lai,,Hoi chung Klinefelter,Disperse blue 106,BN000366
